tweet_1,tweet_2,Class,P(NoConflict),P(Conflict),Conflict_Caio,Conflict_Victor
#AbortoSim  não é porque sou a favor que vou abortar,"#AbortoNunca eu vejo agora o pessoal subindo a tag #AbortoSim e elas falando que so quem tem utero pode dar a sua opnião, 5 min eu vi um travesti (que na verdade e homem) dando a sua opnião...",0,0.1259133666753769,0.8740866780281067,0,-1
Sou mulher e digo #AbortoNao,ok eu sou mulher e digo #AbortoSim,1,0.127217099070549,0.8727828860282898,1,0
Esses hômi que tão se meteno a falá #AbortoNao  tão em dia com as pensão??,"Pois é...Se os homens engravidassem, o aborto já seria legalizado há mto tempo #AbortoSim",1,0.1289849430322647,0.8710151314735413,0,0
"porra de #AbortoNao , se a mulher quiser abortar por algum motivo ou não, ELA q deve decidir, q saco","“Homem não tem lugar de fala sobre aborto.” Ué, e se o bebê for homem? #AbortoNao",0,0.1297284662723541,0.8702715039253235,1,1
"Camisinha não é 100% seguro pode rasgar e furar, o aborto também não é 100% seguro a mulher pode estar na melhor clínica que ela pode morrer fora as questões psicológicas que vem depois do aborto essa nenhuma clínica vai poder tirar o peso na consciência.   #AbortoSim","A galera do #AbortoSIM  pensa que é assim vai lá aborta e fim resolveu o problema, o Sus demora provavelmente quando a moça ligar para a mulher autorizando o aborto o bebê já vai está nascido. Clínica particular um aborto seria um absurdo.",1,0.1312766820192337,0.8687233328819275,0,0
"A menos que você esteja grávida, #AbortoNao é da sua conta.",Pessoas que não conseguem entender que crença pessoal não tem que interferir na vida de outras pessoas (aka impor crença) e que aborto não é questão de opinião e sim de saúde pública...,2,0.1316643953323364,0.8683356046676636,1,0
Defender o aborto depois que vc nasceu é fácil! #AbortoNunca #AbortoNao,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKeu nem queria nascer meu amor,2,0.1323969513177871,0.8676031231880188,1,1
"Pra quê aborto, se você pode:  1° Fechar as pernas.   2° Tomar remédio.  3° Usar preservativo.  #AbortoNAO",Para ficar dizendo que anticoncepcional faz mal e continuar levando leitada no fundo do útero.  #AbortoNao,1,0.1384422183036804,0.8615577816963196,0,0
Vc n pode ser comunista e ao mesmo tempo defender que seu corpo é uma propriedade privada KKKKKKKKK,Muito menos se dizer cristã e feminista. #AbortoNAO,2,0.138647049665451,0.8613529801368713,0,0
#AbortoNao  Aborto é caro  Não quer ter filho? Usa o aro.,Se fosse só se preservar não haveria gravidez indesejada #AbortoSim,1,0.138726606965065,0.8612733483314514,1,1
"O aborto tem q ser permitido, pra evitar q crianças cresçam em ambientes onde não são amadas, vivem passando necessidades e acabam sofrendo grandes traumas! Essa foto é de um bb q nasceu com o DIU na cabeça, nenhum modo de prevenção é 100%  #AbortoSim",""" engravida quem quer"" hmmm... sério? #AbortoSIM",2,0.1427035927772522,0.8572964668273926,0,0
"Todo mundo que apoiava a escravidão era livre, todo mundo que apoia o aborto já nasceu.   Falam em ""aborto seguro"". Pergunto, para quem? Afinal, o bebê sempre morre. #AbortoNao",kkkkkkkkkkkkkkkkkk GENTEkkkkk o bebe sempre morre,2,0.1481568813323974,0.8518431186676025,1,1
Aborto é homicídio. Aborto de feto feminino é feminicídio. #AbortoNao,eu não acredito que estou lendo alguém dizer que um feto tem genero,2,0.1512949764728546,0.848704993724823,1,1
