tweet_1,tweet_2,Tema,Class,Conflict
#AbortoNao “você não é vitoriosa por ser mãe aos 15 é irresponsável mesmo”,"e você que é a favor de ""#abortosim"", já vai dando unfollow pfv e obg, e pau no seu cu.",Aborto,0,0
"Se não apoia o aborto, então fecha as pernas poha, SIMPLES",Sou totalmente contra o aborto mas vc falou pouco e falou muita merda,Aborto,2,1
#AbortoNao Se os que podem lutar pela vida se cala o que será daqueles que não podem se defender essa é uma luta nossa vamos combate -los sempre,"Que mané pró vida o caralho, o bagulho é #AbortoSim e pena de morte também, lança os dois.",Aborto,0,1
"E aí homem branco, já comparou aborto com escravidão hj? Eu achava que já tinha visto de tudo, mas comparar a escravidão de uma raça com o aborto de um feto é muito baixo. #AbortoNao é o caralho!",já que você é a favor da vida aproveita e cuida da sua  #AbortoSim,Aborto,0,0
Chega de aborto ilegal!! Direito a escolha!! Já! #AbortoSim,Você é contra o aborto ou você só é mais um homem hétero branco que acha que pode opinar sobre?  #AbortoNao,Aborto,0,0
"Malditas feministas do demônio, bando de peludas mal amada. Nem nascendo de novo saberão o que é ser uma mulher, vocês não representam as mulheres, representam o próprio capeta. #AbortoNao","e vc representa exatamente contra o q nos lutamos. é triste ouvir um discurso desse vindo de uma mulher, mas espero q vc evolua nesse sentido. bjs de luz  e by the way #AbortoSim",Aborto,1,1
"#AbortoNunca Me poupe de homens fiarem dizendo o que as mulheres devem fazer com seu corpo. Afinal, não são eles que terão de parir após 9 de gestação! #AbortoSim","você q é  apresentador, um cidadão de bem, nos ajude com sua ética, moral e popularidade a gritar contra quem difama e prejudica  eleito democraticamente. Ajude-nos a despertar a população pra importância da quarentena #AbortoNao",Aborto,0,0
É muita gente hipócrita e sem noção usando a #AbortoNAO a maioria homens eleitores do bozo e o resto que dão mais valor a um feto do que a vida de uma mulher. O corpo é MEU e absolutamente TUDO nele TAMBÉM É MEU a decisão é MINHA SIM portanto #AbortoSim,"O aborto é uma selvageria que beira a isso! Todos já fomos fetos indefesos que poderíamos ter nossa vida ceifada por uma assassina sem caráter, sendo assim, qualquer ser humano VIVO tem autorização para dizer o que pensa a respeito, sem mais! #AbortoNao",Aborto,2,1
N é meu local de fala mais #AbortoSim ela faz o destino dela carai,"Vc q é contra o aborto mas nao faz o mínimo pra ajudar alguém q precisa, não é Pro vida é Pro nascimento,crianças que estão na rua passando fome ainda são vidas,então começa a ajudar quem ta vivo e precisa da sua ajuda e para de ficar dando pitaco no útero alheio  #AbortoSIM",Aborto,0,0
"Existe métodos de prevenção...Os contraceptivos é fornecido gratuitamente pelo sistema de saúde..E as adeptas do: ""Meu corpo minhas regras"", Até o ar que vc respira é dado por Deus portanto NADA é nosso!!   #AbortoNao","Estamos em 2020 século 21, as mulheres ainda não aprenderam a usa camisinha e a tomar pílula  hoje em dia só engravidar quem quer , ou a mulher é muito burra  #AbortoNao Se vc sabe DA ,sabe muito bem ser cuida ,é de graça em qlq posto de saúde",Aborto,0,0
"#AbortoSim Mano, a minha opinião é que se vc é contra o aborto, pega a criança pra criar então, pq muitas pessoas não tem condição pra criar filho, e se a mãe QUER abortar o problema é dela, vc uma pessoa aleatória do Twitter não vai obriga-la a cuidar,mesmo tendo condições.",Ue se vcs tão aí dizendo q corpo da mulher n é corpo do feto então é só tirar o feto e ver se desenvolve sozinho uai  #AbortoNao,Aborto,0,0
"#AbortoNao KKKKKKKKKK só homem comentando na tag, vão se fuder vermes","Se você se comove mais com um feto inconsciente do que com uma criança sem lar, você é um hipócrita psicopata.  #AbortoSim",Aborto,0,0
"#AbortoNao e muita hipocrisia pessoas que chama Bolsonaro de genocida, ser a favor de aborto..","LGBTQ+: Morrendo Mulheres: Morrendo Negros: Morrendo E vc ainda me vem com o #AbortoNão defendendo a vida, só por que é cristão. Me poupe. #AbortoSim",Aborto,0,1
"vcs homens q estão levantando essa tag #AbortoNao , me digam uma coisa, vcs sabem oq é estar grávida? Vcs sabem ql é o peso de se estar grávida? Bom,acho q vcs nem imaginam,não devem fazer nem ideia.","Ent pfv, parem de se meter na vida das mulheres q querem abortar,pq mano,não é vc q vai ter nascido sabendo q ngm queria a sua chegada no mundo. Outra coisa,as mulheres não nasceram somente para reproduzirem,ent caso aconteça, elas tem total liberdade para decidir+ #AbortoSim",Aborto,1,0
"Não me venham com essa #AbortoNao, não é o estado quem diz o que a mulher deve fazer com seu próprio corpo, ela que deve ter o poder de decisão! #AbortoSim","Pq não doa a criança após nascer, pq matar? Acredito q o trauma após um aborto é gigantesco. Doe o bebê p um casal q queira e não pode ter. AbortoNAO",Aborto,1,1
"#AbortoSim  Se não concorda, é simples, não faça!",Você é contra o aborto? Pena que a sua mãe não era. #AbortoNao,Aborto,0,-1
"Existe Diu, camisinha, pílula, existe o carai. Mas é mais conveniente matar um ser humano inocente  né?!   #AbortoSim",#AbortoNao é só vc que não quer não fazer. Mas não impeça quem queira.,Aborto,0,1
"Eu sou a favor do aborto só de kpoppers, de humanos não. #AbortoNao","AÍ VC VAI OLHAR QUEM ESTÁ POSTANDO #ABORTOSIM E CONSTATA Q GRANDE MAIORIA VIVE NAS COSTAS DOS PAIS, NÃO COZINHA SUA PRÓPRIA COMIDA, NEM LAVA SUA PRÓPRIA CALCINHA OU CUECA. AÍ TEM A CERTEZA Q #ABORTONAO !!",Aborto,0,0
Eu sou  #AbortoSim e quem não concorda ta errado. Bj,#AbortoNao se vc nao é a mulher gravida cala a merda da boca sobre algo que nao vai interferir em merda nenhuma da sua vida filho da puta mulher NENHUMA precisa ter um filho por que um bando de homem aleatório qr,Aborto,0,0
"O corpo é &gt;&gt; NOSSO &lt;&lt; então a gente faz oq QUISER e o que achar MELHOR. É um direito da MULHER portanto cabe a ELA escolher se quer ou não ter o filho, e não o estado ou a religião. #AbortoSim","Ridículo isso né? O corpo é deu então usa a porra da camisinha, usa dil, tira o útero, toma injeção. Meios pra não engravidar tem vários , mas matar uma criança e brincar com a vida dela por causa de uma irresponsabilidade sua é outra coisa.",Aborto,2,1
"eu n sou a favor do aborto de modo geral n. sou a favor da legalização dele. aborto é última saída, educação sexual é sempre a primeira #AbortoSim","Engravidou ? Não quer abortar? Então não aborte   #AbortoNao engravidou mas não quer seguir com a gravidez ? Então vc decide. #abortosim simples assim, só acho q as pessoas tem q parar de se intrometer nas decisões dos outros.",Aborto,0,0
Ser favor da legalização do  aborto não significa querer abortar e sim entender que cada mulher faz oq julga melhor para seu próprio corpo e entender que se no seu corpo manda Deus no meu mando eu  #AbortoSim,"""Ah, mas vc é mãe e é a favor do aborto?""  Exatamente, aborto é questão de saúde pública, seu corpo suas regras e demais ngm!",Aborto,2,0
A criança ainda é um ser humano que deve ser respeitado como um.  #AbortoNao,"alguém avisa pra esses machos burro que eles não tem local de fala quando o assunto for aborto, oq eles falarem não vai mudar em merda nenhuma pq o corpo não é deles e eles não tem direito a nada #AbortoSim",Aborto,0,1
"Sou à favor de aborto em alguns casos específicos. Se mulher sente necessidade de abortar, ela aborta e pronto #AbortoSim","Só é ""pró-vida"" quando tá no útero, né? Orfanato não é igual Chiquititas, uma mãe que cria o filho com desprezo pode destruir a saúde mental dele, a maioria rejeitada vai parar na rua, vira bandido e vocês defendem matar essas pessoas. A hipocrisia não tem limites #AbortoNao",Aborto,0,0
"#AbortoNao n faz sentido isso, pq o feto msm n vai e importar se for abortado ou n, nem se lembrar vai","Eu n entendo as pessoas contra o aborto , se elas n quiserem então n aborta , é seu corpo faz o que quiser , só n intromete na vida das outras #AbortoSim",Aborto,0,0
"você q é  apresentador, um cidadão de bem, nos ajude com sua ética, moral e popularidade a gritar contra quem difama e prejudica  eleito democraticamente. Ajude-nos a despertar a população pra importância da quarentena #AbortoNao","Mano, um bocado de macho escroto querendo falar sobre aborto, pelo amor né mores  #AbortoSim",Aborto,0,0
#AbortoSim SEM ÚTERO SEM OPINIÃO ! PELA VIDA DAS MULHERES,uau você não apoia o aborto :0 então não aborte irmã/o #AbortoSim,Aborto,0,0
"Mulheres citando que homens não tem Útero, sendo que para secundar um Óvulo se faz necessário o esperma advindo dos homens, sendo assim pq homens não podem ser contra o aborto, ou essas mesmas evoluíram a tal ponto que conseguem desenvolver um embrião sem fertilização #AbortoNao","Ninguém tá falando que as mulheres não precisam de homens pra ter um filho, só falamos que vcs não podem exigir oque fazer com o nosso corpo #AbortoSim",Aborto,1,1
"é horrível pra uma criança crescer em um lugar onde ela não é desejada e sofrer o resto da vida por traumas, e mulheres deveriam ter poder de escolha sobre isso já q nem um método contraceptivo é 100% eficaz! #abortosim",#AbortoNao meu ovo vão tomar conta da vida de vcs se a mulher quiser abortar ent ela #AbortoSim,Aborto,0,0
Pq q homem cis tá metendo o dedo em assunto q n tem nada a ver com ele   Aborto é um assunto a ser discutido com quem tem útero e pode engravidar #AbortoSim  E se vc discorda vai pro caralho,"e aí libfem já se posicionou #AbortoSIM hoje? ou seu feminismo é só na hora de usar blusinha escrito ""girl power"" que é feita pela mão de obra escrava?",Aborto,0,0
ABORTO É ASSASSINATO #AbortoNao,Se vc é homem vc não sabe nada sobre gravidez / aborto cuida da tua vida vai lavar esse pinto nós somos o país que mais amputa pênis por falta de higienização #AbortoSim,Aborto,0,1
Engraçado que a maioria dos homens que é contra são os mesmos que pedem para a mulher abortar por ela abrir as pernas para ele e engravidar ele #AbortoSim,"Nao se mete no útero alheio, porra, se você e contra aborto, NAO ABORTA FILHO DA PUTA DO CARALHO #AbortoSim",Aborto,0,0
"Pra vcs que estão usando #AbortoNao ""Ah, mas engravida pq não usa nenhum contraceptivo"" Toma a reportagem e existem muitos outros casos iguais a esse, parem de querer mandar no nosso corpo e vão ajudar um orfanato porra. #AbortoSim","A bandeira lacradora ""Meu corpo, minhas regras"" (ou algo parecido) proferido pelas feministas do sovaco cabeludo, não leva em conta que, pelo instinto de sobrevivência, o feto também clama pela sua vida. Aborto é abominável e criminoso.  #AbortoNao",Aborto,0,1
"Existe Diu, camisinha, pílula, existe o carai. Mas é mais conveniente matar um ser humano inocente  né?!   #AbortoSim","Sou pró-vida sim, mas se crescer e virar bandido, bandido bom é bandido morto. E se morar na rua, eu passo e faço de conta que nem vi. E se for da minha amante, eu não assumo. Um bando de macho sem moral querendo dar pitaco onde não cabe eles. Vocês são patéticos #AbortoNao",Aborto,0,1
A msm galera que defende o #AbortoNao é a msm que crítica a educação sexual nas escolas... é para o cu abandonar a bunda msm.,Se vc apoia o #AbortoNao  significa q vc e conta educação sexual nunca vi maior burrice uma coisa n tem nd a ver com a outra,Aborto,1,1
Você só é a favor do aborto quem não foi abortado(a) . #abortoNao,"Quem não tiver útero, não tem que opinar, a mulher tem sim direito de escolha, obrigada de nada! #AbortoSim",Aborto,0,1
"Já questionei várias vezes, mas até agora nada.  Sabem de algum caso em que a mulher abortou o filho de um jogador de futebol?  #AbortoNao!",primeiramente que se tu não tem útero tu nem tem que opinar sobre aborto  e entre uma mulher infeliz manter uma gravidez forçada pro bebe nascer indesejado e crescer sendo odiado (se nao for jogado numa lixeira antes disso) e abortar um feto sem consciência eu apoio #AbortoSim,Aborto,2,1
"a tag #AbortoNAO cheia de macho branco com a bandeira do brasil de foto de perfil.... só queria dizer que #AbortoSIM pq as mulheres devem ter total direito de decidir oq fazer com a vida e o corpo delas, e como muitas dizem “sem útero, sem opinião”","As mulheres têm direito de fazer oq quiser com corpo dela mas a criança não tem culpa,não é só apenas o corpo dela, e sim um feto, que sente dor, que sofre. Que bosta essa sua justificativa de “sem útero sem opinião em” se for assim sou a favor do estupro “sem penis sem opinião”",Aborto,2,1
"#AbortoSim sem útero sem opinião, se vc tem útero e não quer abortar, não aborte, cuide da sua vida pois não vai ser vc que vai cuidar do feto quando ele se tornar um bebê","#abortosim vai pra putaqpariu mano, cada um toma conta do seu corpo e pronto. Cada um faz o q caralhos quiser consigo, não é da posição alheia para julgar/e ou proibir.",Aborto,0,0
Vocês são tudo pró feto e não pró vida #AbortoNao,N sei o motivo do q surgiu essa tag mas old que #AbortoSim,Aborto,0,0
"#AbortoNao cada um tem uma história, carrega valores. Mas vamos refletir. Tem método p evitar a fecundação? Camisinha, anticoncepcional? Defender o direito de escolha da mulher? Mas em algum momento o homem será consultado? Pq ele tb é parte. E o direito de preservação da vida?","enquanto tem gente escrota falando #AbortoNAO vcs ja esqueceram que existe milhões de criança no mundo passando fome,sem roupa,morando nas ruas???então enquanto vc ta ai na sua casa falando merda tem crianças sofrendo,então que tal parar de falar merda e ajudar elas?#AbortoSIM",Aborto,0,1
Sou contra o aborto e favorável à vida. Diga não ao assassinato de inocentes #AbortoNao,"#AbortoSim Se vc for contra, não faça. Simples. Mas tem gente que quer fazer, e essas pessoas tem o direito de um aborto seguro!",Aborto,0,1
"#AbortoNunca foi da sua conta homem escroto, se eu quiser aborta eu vou #AbortoSim","você você não apoia o aborto, acha que não vai com suas convocação e não ve isso como certo. simples caralho, não aborta.  você não tem o direito de opinar sobre as escolhas de outras pessoas, essa decisão não diz respeito a você!  #AbortoNao",Aborto,0,0
"""crianças"" não são abortadas e sim FETOS, parem de ser ridículos. Crianças são as milhares que já vieram ao mundo e estão aí passando por péssimas situações que por sinal os que se dizem ser ""a favor da vida"" pouco se importam. NÃO É APENAS NASCER E PRONTO #AbortoNao é o caralho","A menos que você esteja grávida, #AbortoNao é da sua conta.",Aborto,0,0
"O corpo eh da mulher e não vai ser um homem que vai decidir oq ela tem que fazer ou não, se ela quiserem criar o filho elas criam mas se ela não quiser/ não poder criar esse filho ela não cria! #AbortoSim","é ridículo entrar na tag #AbortoNao e ver pessoas falando que tem tudo de graça pra se prevenir, e que só engravida quem quer, sem se tocar no mínimo, que nada dessas coisas são 100% eficazes, você realmente vive no mundo encantado né pró-vida.",Aborto,0,0
Aborto tbm é uma questão de saúde da mulher #AbortoSim,Em que momento decidem pautar aborto. É para aumentar o número do vírus?  #AbortoNAO,Aborto,0,0
"Todo mundo que apoiava a escravidão era livre, todo mundo que apoia o aborto já nasceu.   Falam em ""aborto seguro"". Pergunto, para quem? Afinal, o bebê sempre morre. #AbortoNao",segura PARA A MULHER mas claro aue vc não vai pensar nisso pq nunca pensam na mulher não é mesmo? além disso vc é um homem cis então cala boca que vc não engavida #AbortoSIM,Aborto,1,1
#AbortoNao ABORTO NUNCA.,Se vc  é a favor do #AbortoNao vc é um filho da puta que é contra os direitos básicos das mulheres. Nós  temos autonomia sobre nossos corpos e ninguém pode legislar sobre isso Aborto legal JÁ!!!!!!!!! Não aguentamos mais mulheres pobre e periféricas morrendo em abortos ilegais .,Aborto,0,1
"Mano, eu tomei block de uma conta religiosa pq falei q sou a favor da legalização do aborto KKKKKKKKKKKKKKKKK #AbortoSim",Não quer ter filho ? SE PREVINE CARAI  #AbortoNao,Aborto,0,1
"O corpo é &gt;&gt; NOSSO &lt;&lt; então a gente faz oq QUISER e o que achar MELHOR. É um direito da MULHER portanto cabe a ELA escolher se quer ou não ter o filho, e não o estado ou a religião. #AbortoSim",#AbortoNao  Se você discordar desse vídeo é pq vc esta simplesmente querendo lacrar!,Aborto,0,-1
"Começou essa bosta de assunto de novo, caralho deixa as mina fazer o que achar melhor, vocês se masturbam praticamente 3 vezes ao dia e jogam no ralo e acham que é quem pra falar algo sobre? #AbortoSim","#AbortoNao sem querer entrar numa briga, nem nada, mas vocês n parecem estar tratando o feto como um ser vivo q terá emoções e pensamentos no futuro. Vcs tratam como se ele fosse um peso q uma mulher deve carregar pelo resto da vida, e de vdd, isso vai ficar para sempre o +",Aborto,0,1
"mulher é livre para escolher, mulher é livre para não trazer ao mundo uma criança que não vai ser desejada, mulher é livre para poder opinar e estar segura #AbortoSim",Na boa tem que ser muito limitada(o) intelectualmente. Como assim #AbortoSim? Pq vc não pode usar um preservativo ou um anticoncepcional? Aí vc quer aprovar o assassinato? É sério isso?! Q inversão de valores.,Aborto,0,1
"#AbortoSim além disso, por favor, vamo flexibilizar as regras pra fazer vasectomia porra vsf esperar até os 25 ou ter 2 filhos toma no ci","#AbortoNao é o caralho, vocês não tem que decidir nada na vida de ninguém, vão adotar uma criança que REALMENTE precisa de ajuda, e parem de ficar defendendo embriões alheios..",Aborto,0,0
Só sou a favor do #AbortoSim se a mulher morre no final,"Seus corpos suas regras e bla bla. Mas a vida que está dentro de um ventre não faz parte dessas regras, bando de feministas do cacete.   #AbortoNao",Aborto,0,0
"Homem não tem útero, mas tem consciência que aborto é CRIME e está defendendo uma VIDA.  #AbortoNao  #AbortoNão",uma pessoa não pode ser obrigada a fazer uma coisa que não quer #AbortoSim,Aborto,0,1
E depois fogem sem querer assumir #AbortoSim,"Sua doente  se sua mãe tivesse o msm pensamento que vc, não teria este tuíte seu agora, mas olha a merda que a sua mãe fez, não se preveniu e nasceu vc, e pensar que um preservativo poderia ter evitado td isso! #AbortoNAO",Aborto,1,1
"Hoje a decisão sobre se merece viver ou não recai sobre a vida dos mais frágeis, amanhã essa decisão pode recair sobre você. #AbortoNao #AbortoNunca","ai gente, desnecessário #abortosim e #abortonão, deixa a mulher grávida decidir gente, quem vai ter q cuidar vai ser ela, quem vai se preocupar vai ser ela. Se ela não quiser um filho pq não tem condições financeiras ou psicológicas, ngm de vocês vão querer ajudar a mãe.",Aborto,0,1
#AbortoNao porque defender a vida consiste em garantir a sua concepção bem como o seu bem-estar.,"abortar ou não continua sendo uma decisão pessoal. se você pensa que interromper uma gravidez é pecado, não aborte. mas não contribua para que uma mulher em situação vulnerável corra risco de vida só porque não quer ter filhos. #AbortoSim",Aborto,0,1
"Aborto, é coisa de mulher fudida e de pai covarde. #Abortonao","mds KKKK, varios homens subindo a tag #AbortoNao  como vc quer opinar se você não tem útero?  aborto é saúde pública! aborto é escolha pessoal da grávida! aborto é previnir mais crianças na rua, em orfanatos! #AbortoSim",Aborto,0,1
"KKKKKKKKK serio q tem homens se metendo nisso? Aiai, vao cuidar de rola de vocês.  Aborto não é assassinato. #AbortoNao","Q merda é essa de #AbortoSim se se acham no direito de escolher quem vive e quem não vive, o melhor é fechar as pernas e depois cometer suicídio pq vcs não são Deus e pra mim é a msm coisa de assassinato portanto sou da TAG #AbortoNão",Aborto,0,1
"O fato da maioria dos ''pró vida'' serem homens é de fácil explicação: Misoginia + extremo MEDO de perder os privilégios.  Nunca foi, nem será, pelo apreço à vida. #AbortoNao",é contra aborto mas é a favor da pena? pfv né...  #abortonao #AbortoSim,Aborto,0,0
"mano pq tem uma tag contra aborto nos trends e pq a maioria opinando são homens????????  desculpa mas c vc n tem útero, vc n tem espaço de fala   #AbortoSim",tem q ser muito babaca pra ser contra o aborto viu  #AbortoNao,Aborto,0,0
"Coleguinha que apoia essa maldita tag do #AbortoSIM, eu sinto muito por você. De verdade. Tenho dó da vadia assassina e nojenta que você é; e não faz questão nenhuma de esconder. Defender uma causa que IMPEDE E TIRA VIDAS, É ERRADO. É NOJENTO.","Já que  defende tanto o aborto ,acho que o erro de sua mãe foi te ter . #AbortoNao",Aborto,0,0
"#AbortoNao  Gente uma criança não é um castigo para mulher, um castigo para a vida toda. Uma criança tem q ser querida, desejada. Usar o argumento, ""abriu as pernas agora pague"" é nojento. Senso babys","a mulher quer abortar, vcs não deixam as gays querem adotar, vcs não deixam e se o moleque vira bandido? vcs querem morto VCS SAO RIDÍCULOS  #AbortoNAO é meu cacete #AbortoSim",Aborto,0,0
"ser isso for legalizado ninguém vai ser obrigado a abortar ok?,  Além disso oq adianta nascer para sofrer com falta de comida abandonada e até ser espancada pelos familiares, ""aaa mas ser ir pro orfanato?"" Vc acha mesmo que aquilo é legal não é , as crianças sofrem #AbortoNao",ABORTO NÃO!!! Vc não tem direito sobre a VIDA! #AbortoNão #AbortoSim,Aborto,0,1
Respeite a vida Desde a concepção #AbortoNao,"toma no cu todo mundo, o útero é da mina se ela quiser fazer a festa junina ela faz pq n vai aborta porra, bem mais consciente do q gente q tem uma cambada de filho sem nem conseguir sustentar a si mesmo eu ein povo chato #AbortoSim",Aborto,0,1
"Alguém pode me explicar quem levantou a pauta de aborto ontem? De onde surgiu e como? Eu não entendi nada, peguei o bonde andando. Só sei que #AbortoNao.",Se vc vem opinar numa tag feminina sendo contra o aborto tudo q vc disser será automaticamente anulado e a gente vai zuar com sua cara #AbortoSim,Aborto,0,1
#AbortoSim ELAS QUE DECIDEM !,"Ai que inferno, é vc que está com o feto no útero, se não o #AbortoNao é da sua conta. Pelo amor",Aborto,0,0
"“Se somos escravos do ontem, somos donos de nosso amanhã.”  #AbortoNao","o engraçado é que quando você entra no “aborto não” só tem macho escroto, querendo colocar o dedinho aonde não foi chamado. nos poupe de tanta merda. #AbortoSim",Aborto,0,-1
"Vamos ser coerentes, não faz sentido tirar a vida de uma pessoa que não cometeu crime algum (feto) quando o mesmo não ocorre com alguém que cometeu barbáries (assassinos, estupradores, etc). #AbortoNao","#AbortoSim  Mas quanta pretensão  Vocês nem sabem se vão sobreviver ao COVID-19, quiçá engravidar pra depois abortar  Faz-me tires baldes",Aborto,0,-1
"Sem condições e acaba abandonando na rua, você acha isso justo? Com uma criança? passar fome e frio enquanto isso poderia ser evitado? Bem no início da gravidez. Sem dor. Sem nada. #AbortoSIM #AbortoLegalYgratuito","Então vc acha q a fome, o frio, a pobreza se resolve no início da gravidez, evitando prosseguir com a gravidez? Eu nunca vou achar justo a desigualdade social, mas isso ñ é motivo p eu ser a favor do aborto, seja ele em qualquer etapa da gravidez. #AbortoNao",Aborto,1,0
#AbortoNao pela vida e para vida,n sei pq tão discutindo isso porém #AbortoSim,Aborto,0,0
Basta de tanto sofrimento.  #AbortoNAO,"A partir do momento que várias mulheres morrem por querer fazer algo que não se sente a vontade ou preparada, a legalização se faz extremamente necessária, além disso não é lugar de fala de homem ou religião, até porque quem vai gerar e parir é a mulher #AbortoSim",Aborto,0,0
Fatos sobre o aborto no Brasil e no mundo que todos deveriam saber antes de entrar em uma discussão.  [A thread]  #AbortoSim,na sua opinião a cabeça de alguém que aborta vai continuar de boa após o ato?  #AbortoNao,Aborto,2,0
hoje tá foda viu essas # de monarquiaja e abortonao são p testar nossa paciência,Eu olhando o perfil dos acéfalos que levantam uma # dessa . A maioria vagabundos que querem se aproveita de leis para aliviar o lado deles de engravidar em meio a orgias e baile funk #AbortoSim,Aborto,0,-1
Direito à vida #AbortoNao,não podia ir dormir sem tentar subir essa # #AbortoSim,Aborto,0,0
"da vida dessa menina que quando chegar em casa olhas para o bb e lembrar da atrocidade q fez ele existir,fetos não tem consciência #AbortoSim","Entendo e sinto pela garota, mas não resolvemos um crime cometendo outro #AbortoNao",Aborto,1,-1
"Quardar o pau e fechar as pernas também ajuda, mas... #AbortoSim","Só tem macho nessa #AbortoNao , omeee se aquietem, vão procurar oq fazer.  ATÉ NO CORPO DA MULHER VCS QUEREM MANDAR?",Aborto,0,-1
"Aborto é ASSASSINATO não tem o que discutir, não é o seu corpo, não são suas regras, não é a sua vida, quem defende aborto está defendendo genocídio e é tão psicopata quanto Hitler, Mao e Stalin, aborto é a pior arma de destruição em massa que o ser humano inventou. #AbortoNao","Uma mulher abortista, poderia ter sido abortada. Ou seja, assassinada.  E não faria essa campanha que é crime contra a vida. A arte de se colocar no lugar. #AbortoNao Obs: nos casos já previstos de alto risco de morte no parto, ou crime de estupro, sou a favor.",Aborto,0,0
"Aborto não devia ser nem discutido. O feto nem tem vida antes de 3 meses, e mesmo depois ainda é um bebê que nem nasceu. Pra que fazer a criança e a mãe sofrer? Vai se foder, babaca. #AbortoSim","Homens não têm nem direito de opinar sobre isso, porra. #AbortoSim",Aborto,1,0
#AbortoSim só vcs darem o cu suas porras,#AbortoSim se não como é que a nossa Pepsi geladinha vai ser adoçada???,Aborto,0,0
#AbortoSim  não é porque sou a favor que vou abortar,"#AbortoNunca eu vejo agora o pessoal subindo a tag #AbortoSim e elas falando que so quem tem utero pode dar a sua opnião, 5 min eu vi um travesti (que na verdade e homem) dando a sua opnião...",Aborto,0,-1
Sou mulher e digo #AbortoNao,ok eu sou mulher e digo #AbortoSim,Aborto,1,-1
"A menos que você esteja grávida, #AbortoNao é da sua conta.",Pessoas que não conseguem entender que crença pessoal não tem que interferir na vida de outras pessoas (aka impor crença) e que aborto não é questão de opinião e sim de saúde pública...,Aborto,2,0
Bolsonaro finalmente conseguiu forçar o Min. da Saúde a emitir protocolo que libera o uso em massa da cloroquina. Os pacientes terão que assinar um termo assumindo que o remédio não tem eficácia e que pode até matar. É um atentado contra a saúde pública e a vida dos brasileiros.,"Espero que vc é tds a sua volta fiquem a salvo do vírus chinês,e não necessitem da cloroquina",Cloroquina,1,1
"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”  - Deus abençoe o nosso Brasil.","Fez um inferno pra liberar esse caralho de medicamento  aí agora que libera, muda de discurso o arrombado !",Cloroquina,2,1
Bolsonaro finalmente conseguiu forçar o Min. da Saúde a emitir protocolo que libera o uso em massa da cloroquina. Os pacientes terão que assinar um termo assumindo que o remédio não tem eficácia e que pode até matar. É um atentado contra a saúde pública e a vida dos brasileiros.,"Queria ver essa anta dessa Sâmia, fudida no hospital, na UTI entubada, se ela não tomaria cloroquina. HIPÓCRITA DO CARALHO!!!",Cloroquina,1,1
"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”  - Deus abençoe o nosso Brasil.","vc é uma criança mimada e pirracenta. desleixado, não possui o mínimo de capacidade de governar uma nação inteira. “sem comprovação científica”, a resposta pro seu delírio de cloroquina está na sua própria sentença. vergonhoso.",Cloroquina,1,1
"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”  - Deus abençoe o nosso Brasil.","""Não existe comprovação científica"" Porra presida c vai meter essa mesmo? Comer terra e tomar essa merda nesse momento da na mesma. Se nao existe comprovação por q caralhos c ta falando disso seu arrombado??????",Cloroquina,2,1
Bolsonaro finalmente conseguiu forçar o Min. da Saúde a emitir protocolo que libera o uso em massa da cloroquina. Os pacientes terão que assinar um termo assumindo que o remédio não tem eficácia e que pode até matar. É um atentado contra a saúde pública e a vida dos brasileiros.,É só não tomar... Todo este discurso murcha quando o vírus Chinês pega o indivíduo lacrador... Estes são os primeiros a querer tomar a Cloroquina...,Cloroquina,1,1
"Quer dar placebo pro povo? Dê, não tem problema. Mas não faça parecer que essa é a melhor medida para conter a epidemia. Precisamos de isolamento, testes, valorização da ciência e, mais importante, um LÍDER que dê bons exemplos. O placebo não vai mascarar a tua incompetência.",Ta ligado que o Curitiba é uma das cidades com melhor resultado no combate ao COVID? E tb que usa a cloroquina a um mês e meio?,Cloroquina,1,1
"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”  - Deus abençoe o nosso Brasil.",foco no “não existe comprovação científica”,Cloroquina,2,1
"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”  - Deus abençoe o nosso Brasil.","Presta atenção no ""NÃO EXISTE  COMPROVAÇÃO CIENTÍFICA""... esse é o tuite",Cloroquina,2,1
